stock_code,description,median_unit_price,n_invoices,first_seen,last_seen
23251,VINTAGE RED ENAMEL TRIM MUG,1.25,104,2011-06-14,2011-11-10
23252,VINTAGE RED ENAMEL TRIM JUG,3.75,123,2011-06-12,2011-11-13
23253,16 PIECE CUTLERY SET PANTRY DESIGN,15.95,63,2011-04-18,2011-11-13
23254,CHILDRENS CUTLERY DOLLY GIRL,4.15,257,2011-04-07,2011-11-13
23255,CHILDRENS CUTLERY CIRCUS PARADE,4.15,140,2011-04-10,2011-11-11
23256,CHILDRENS CUTLERY SPACEBOY,4.15,313,2011-04-07,2011-11-14
23263,SET OF 3 WOODEN HEART DECORATIONS,1.25,340,2011-06-02,2011-11-14
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1.25,215,2011-06-09,2011-11-14
23265,SET OF 3 WOODEN TREE DECORATIONS,1.25,207,2011-06-09,2011-11-14
23266,SET OF 3 WOODEN STOCKING DECORATION,1.25,222,2011-06-09,2011-11-14
23267,SET OF 4 SANTA PLACE SETTINGS,1.25,80,2011-06-23,2011-11-14
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,1.45,87,2011-06-12,2011-10-10
23269,SET OF 2 CERAMIC CHRISTMAS TREES,1.45,63,2011-06-12,2011-11-14
23270,SET OF 2 CERAMIC PAINTED HEARTS,1.45,96,2011-06-02,2011-11-14
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,0.83,73,2011-06-13,2011-11-14
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,1.65,32,2011-06-22,2011-11-14
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,1.65,88,2011-06-05,2011-11-14
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,1.65,88,2011-06-05,2011-11-14
23275,SET OF 3 HANGING OWLS OLLIE BEAK,1.25,222,2011-06-02,2011-11-14
23280,FOLDING BUTTERFLY MIRROR HOT PINK,0.83,124,2011-05-09,2011-11-14
23281,FOLDING BUTTERFLY MIRROR RED,0.83,78,2011-05-10,2011-11-13
23282,FOLDING BUTTERFLY MIRROR IVORY,0.83,112,2011-05-09,2011-11-14
23283,DOORMAT VINTAGE LEAF,7.95,188,2011-04-27,2011-11-14
23284,DOORMAT KEEP CALM AND COME IN,7.95,610,2011-04-27,2011-11-14
23285,PINK VINTAGE SPOT BEAKER,0.85,175,2011-06-12,2011-11-13
23286,BLUE VINTAGE SPOT BEAKER,0.85,201,2011-06-12,2011-11-14
23287,RED VINTAGE SPOT BEAKER,0.85,178,2011-06-13,2011-11-14
23288,GREEN VINTAGE SPOT BEAKER,0.85,165,2011-06-12,2011-11-13
23289,DOLLY GIRL CHILDRENS BOWL,1.25,156,2011-06-13,2011-11-14
23290,SPACEBOY CHILDRENS BOWL,1.25,173,2011-06-13,2011-11-14
23291,DOLLY GIRL CHILDRENS CUP,1.25,155,2011-06-13,2011-11-14
23292,SPACEBOY CHILDRENS CUP,1.25,179,2011-06-13,2011-11-14
23293,SET OF 12 FAIRY CAKE BAKING CASES,0.83,448,2011-07-12,2011-11-14
23294,SET OF 6 SNACK LOAF BAKING CASES,0.83,299,2011-07-12,2011-11-14
23295,SET OF 12 MINI LOAF BAKING CASES,0.83,364,2011-07-12,2011-11-14
23296,SET OF 6 TEA TIME BAKING CASES,1.25,324,2011-07-12,2011-11-14
23297,SET 40 HEART SHAPE PETIT FOUR CASES,1.65,158,2011-07-12,2011-11-06
23298,SPOTTY BUNTING,4.95,1049,2011-05-04,2011-11-14
23299,FOOD COVER WITH BEADS SET 2,3.75,133,2011-05-04,2011-11-14
23300,GARDENERS KNEELING PAD CUP OF TEA,1.65,588,2011-05-15,2011-11-14
23301,GARDENERS KNEELING PAD KEEP CALM,1.65,709,2011-05-15,2011-11-14
23302,KNEELING MAT HOUSEWORK  DESIGN,1.65,182,2011-05-15,2011-11-14
23303,SET 4 PICNIC CUTLERY FONDANT,1.95,5,2011-10-26,2011-11-14
23304,SET 4 PICNIC CUTLERY CHERRY,1.95,7,2011-10-30,2011-11-14
23305,SET 4 PICNIC CUTLERY BLUEBERRY,1.95,7,2011-10-23,2011-11-14
23306,SET OF 36 DOILIES PANTRY DESIGN,1.45,262,2011-06-05,2011-11-13
23307,SET OF 60 PANTRY DESIGN CAKE CASES,0.55,544,2011-06-03,2011-11-14
23308,SET OF 60 VINTAGE LEAF CAKE CASES,0.55,328,2011-06-05,2011-11-14
23309,SET OF 60 I LOVE LONDON CAKE CASES,0.55,340,2011-06-02,2011-11-14
23310,BUBBLEGUM RING ASSORTED,0.42,190,2011-06-09,2011-11-14
23311,VINTAGE CHRISTMAS STOCKING,2.55,239,2011-07-14,2011-11-14
23312,VINTAGE CHRISTMAS GIFT SACK,4.15,156,2011-07-17,2011-11-14
23313,VINTAGE CHRISTMAS BUNTING,4.95,271,2011-07-12,2011-11-14
23314,VINTAGE CHRISTMAS TABLECLOTH,12.5,86,2011-07-15,2011-11-14
23315,IVORY REFECTORY CLOCK,9.95,73,2011-06-23,2011-11-14
23316,RED REFECTORY CLOCK,9.95,89,2011-06-23,2011-11-14
23317,BLUE REFECTORY CLOCK,9.95,68,2011-06-26,2011-11-10
23318,BOX OF 6 MINI VINTAGE CRACKERS,2.49,258,2011-07-04,2011-11-14
23319,BOX OF 6 MINI 50'S CRACKERS,2.49,275,2011-07-07,2011-11-14
23320,GIANT 50'S CHRISTMAS CRACKER,2.89,206,2011-07-05,2011-11-14
23321,SMALL WHITE HEART OF WICKER,1.65,508,2011-06-09,2011-11-14
23322,LARGE WHITE HEART OF WICKER,2.95,458,2011-06-12,2011-11-14
23323,WHITE WICKER STAR,2.1,205,2011-06-23,2011-11-14
23324,RUSTIC STRAWBERRY JAM POT LARGE,2.08,38,2011-08-05,2011-11-09
23325,RUSTIC STRAWBERRY JAM POT SMALL,1.65,29,2011-08-11,2011-11-07
23326,HANGING MINI COLOURED BOTTLES,0.63,63,2011-08-11,2011-11-09
23327,HANGING CLEAR MINI BOTTLE,0.63,36,2011-08-10,2011-10-24
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,3.75,297,2011-08-08,2011-11-14
23329,DECORATIVE WICKER HEART LARGE,1.65,179,2011-08-07,2011-11-14
23330,DECORATIVE WICKER HEART MEDIUM,1.25,159,2011-08-08,2011-11-14
23331,DECORATIVE WICKER HEART SMALL,0.63,71,2011-08-10,2011-11-13
23332,IVORY WICKER HEART LARGE,1.65,214,2011-08-07,2011-11-14
23333,IVORY WICKER HEART MEDIUM,1.25,167,2011-08-08,2011-11-14
23334,IVORY WICKER HEART SMALL,0.63,87,2011-08-08,2011-11-13
23335,EGG FRYING PAN IVORY,2.08,71,2011-06-13,2011-11-13
23336,EGG FRYING PAN PINK,2.08,62,2011-06-13,2011-11-14
23337,EGG FRYING PAN MINT,2.08,49,2011-06-13,2011-11-13
23338,EGG FRYING PAN RED,2.08,74,2011-06-12,2011-11-14
23339,EGG FRYING PAN BLUE,2.08,52,2011-06-13,2011-11-14
23340,VINTAGE CHRISTMAS CAKE FRILL,1.65,116,2011-07-31,2011-11-14
23341,PINK DINER WALL CLOCK,8.5,101,2011-06-24,2011-11-14
23342,MINT DINER WALL CLOCK,8.5,140,2011-06-24,2011-11-14
23343,JUMBO BAG VINTAGE CHRISTMAS,2.08,347,2011-06-13,2011-11-14
23344,JUMBO BAG 50'S CHRISTMAS,2.08,484,2011-06-15,2011-11-14
23345,DOLLY GIRL BEAKER,1.25,136,2011-07-24,2011-11-14
23346,SPACEBOY BEAKER,1.25,143,2011-07-24,2011-11-14
23347,I LOVE LONDON BEAKER,1.25,73,2011-07-24,2011-11-14
23348,CHILDRENS TOY COOKING UTENSIL SET,2.08,149,2011-04-18,2011-11-14
23349,ROLL WRAP VINTAGE CHRISTMAS,1.25,222,2011-08-04,2011-11-14
23350,ROLL WRAP VINTAGE SPOT,1.25,214,2011-08-04,2011-11-14
23351,ROLL WRAP 50'S CHRISTMAS,1.25,235,2011-08-04,2011-11-14
23352,ROLL WRAP 50'S RED CHRISTMAS,1.25,146,2011-08-04,2011-11-14
23353,6 GIFT TAGS VINTAGE CHRISTMAS,0.83,241,2011-08-02,2011-11-14
23354,6 GIFT TAGS 50'S CHRISTMAS,0.83,232,2011-08-02,2011-11-14
23355,HOT WATER BOTTLE KEEP CALM,4.95,526,2011-08-22,2011-11-14
23356,LOVE HOT WATER BOTTLE,5.95,329,2011-08-22,2011-11-14
23357,HOT WATER BOTTLE SEX BOMB,4.95,56,2011-08-21,2011-11-14
23358,HOT STUFF HOT WATER BOTTLE,3.75,55,2011-08-21,2011-11-14
23359,SET OF 12 T-LIGHTS VINTAGE DOILY,1.95,64,2011-08-02,2011-11-14
23360,SET 8 CANDLES VINTAGE DOILY,1.95,92,2011-08-02,2011-11-14
23365,SET 12 COLOUR PENCILS LOVE LONDON,0.65,100,2011-09-22,2011-11-14
23366,SET 12 COLOURING PENCILS DOILY,0.65,124,2011-09-22,2011-11-14
23367,SET 12 COLOUR PENCILS SPACEBOY,0.65,173,2011-09-22,2011-11-14
23368,SET 12 COLOUR PENCILS DOLLY GIRL,0.65,152,2011-09-22,2011-11-14
23369,SET 36 COLOUR PENCILS LOVE LONDON,1.25,75,2011-09-22,2011-11-14
23370,SET 36 COLOURING PENCILS DOILY,1.25,89,2011-09-22,2011-11-14
23371,SET 36 COLOUR PENCILS SPACEBOY,1.25,112,2011-09-22,2011-11-14
23372,SET 36 COLOUR PENCILS DOLLY GIRL,1.25,93,2011-09-22,2011-11-14
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,0.82,81,2011-08-02,2011-11-13
23374,RED SPOT PAPER GIFT BAG,0.82,100,2011-08-02,2011-11-14
23375,50'S CHRISTMAS PAPER GIFT BAG,0.82,82,2011-08-22,2011-11-14
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,0.39,102,2011-09-01,2011-11-14
23377,PACK OF 12 DOLLY GIRL TISSUES,0.39,96,2011-09-04,2011-11-14
23378,PACK OF 12 50'S CHRISTMAS TISSUES,0.39,109,2011-09-01,2011-11-14
23379,PACK OF 12 RED APPLE TISSUES,0.39,53,2011-09-05,2011-11-14
23380,PACK OF 12 VINTAGE DOILY TISSUES,0.39,93,2011-09-05,2011-11-14
23381,PACK OF 12 VINTAGE LEAF TISSUES,0.39,59,2011-09-05,2011-11-11
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,3.75,122,2011-10-13,2011-11-14
23388,WOODLAND MINI BACKPACK,4.15,116,2011-09-11,2011-11-14
23389,SPACEBOY MINI BACKPACK,4.15,174,2011-09-11,2011-11-14
23390,DOLLY GIRL MINI BACKPACK,4.15,127,2011-09-11,2011-11-14
23391,I LOVE LONDON MINI BACKPACK,4.15,61,2011-09-11,2011-11-10
23392,SPACEBOY ROCKET LOLLY MAKERS,2.08,65,2011-09-06,2011-11-14
23393,HOME SWEET HOME CUSHION COVER,3.75,184,2011-09-04,2011-11-14
23394,POSTE FRANCE CUSHION COVER,3.75,107,2011-09-04,2011-11-14
23395,BELLE JARDINIERE CUSHION COVER,3.75,152,2011-09-04,2011-11-14
23396,LE JARDIN BOTANIQUE CUSHION COVER,3.75,154,2011-09-04,2011-11-14
23397,FOOT STOOL HOME SWEET HOME,9.95,169,2011-09-04,2011-11-14
23398,HANGING HEART BONHEUR,0.85,49,2011-09-04,2011-11-11
23399,HOME SWEET HOME HANGING HEART,0.85,167,2011-09-04,2011-11-14
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,6.25,91,2011-09-06,2011-11-13
23401,RUSTIC MIRROR WITH LACE HEART,6.25,59,2011-09-07,2011-11-13
23402,HOME SWEET HOME 3 PEG HANGER,3.75,50,2011-09-05,2011-11-14
23403,LETTER HOLDER HOME SWEET HOME,3.75,98,2011-09-05,2011-11-13
23404,HOME SWEET HOME BLACKBOARD,4.95,118,2011-09-05,2011-11-14
23405,HOME SWEET HOME 2 DRAWER CABINET,4.95,48,2011-09-05,2011-11-14
23406,HOME SWEET HOME KEY HOLDER,6.25,77,2011-09-05,2011-11-13
23407,SET OF 2 TRAYS HOME SWEET HOME,9.95,102,2011-09-04,2011-11-14
23408,PHOTO FRAME LINEN AND LACE SMALL,2.08,45,2011-09-07,2011-11-14
23409,PHOTO FRAME LINEN AND LACE LARGE,3.75,36,2011-09-07,2011-11-13
23410,CURIO CABINET LINEN AND LACE,8.15,16,2011-09-08,2011-10-30
23411,TRELLIS COAT RACK,4.95,44,2011-09-04,2011-11-10
23412,HEART MIRROR ANTIQUE WHITE,7.5,76,2011-09-06,2011-10-10
23413,VINTAGE COFFEE GRINDER BOX,4.95,45,2011-09-07,2011-11-14
23414,ZINC BOX SIGN HOME,9.95,55,2011-09-04,2011-11-11
23415,HOME SWEET HOME HOOK,1.65,31,2011-09-07,2011-11-14
23416,CHAMBRE HOOK,1.65,13,2011-09-12,2011-11-14
23417,BATHROOM HOOK,1.65,14,2011-09-07,2011-11-08
23418,LAVENDER TOILETTE BOTTLE,2.08,59,2011-09-11,2011-11-14
23419,HOME SWEET HOME BOTTLE,2.08,60,2011-09-11,2011-11-14
23420,PANTRY HOOK TEA STRAINER,2.08,23,2011-09-15,2011-11-14
23421,PANTRY HOOK SPATULA,2.08,25,2011-09-08,2011-11-14
23422,PANTRY HOOK BALLOON WHISK,2.08,35,2011-09-07,2011-11-14
23423,PANTRY 3 HOOK ROLLING PIN HANGER,3.75,47,2011-09-08,2011-11-14
23424,GINGHAM RECIPE BOOK BOX,4.95,101,2011-09-04,2011-11-14
23425,STORAGE TIN HOME SWEET HOME,2.49,29,2011-09-04,2011-11-14
23426,METAL SIGN DROP YOUR PANTS,2.89,149,2011-09-05,2011-11-14
23427,STOOL HOME SWEET HOME,12.5,108,2011-09-04,2011-11-13
23431,NATURAL HANGING QUILTED HEARTS,0.83,66,2011-08-26,2011-11-14
23432,PRETTY HANGING QUILTED HEARTS,0.83,61,2011-08-31,2011-11-13
23433,HANGING QUILTED PATCHWORK APPLES,0.83,73,2011-08-26,2011-11-14
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS,0.79,135,2011-09-11,2011-11-14
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,0.83,66,2011-09-09,2011-11-14
23436,VINTAGE CHRISTMAS GIFT BAG LARGE,1.25,89,2011-08-02,2011-11-14
23437,50'S CHRISTMAS GIFT BAG LARGE,1.25,100,2011-08-22,2011-11-14
23438,RED SPOT GIFT BAG LARGE,1.25,86,2011-08-03,2011-11-14
23439,HAND WARMER RED LOVE HEART,2.1,240,2011-08-24,2011-11-14
23444,Next Day Carriage,15.0,50,2011-05-26,2011-11-14
23445,ICE CREAM BUBBLES,0.83,81,2011-08-24,2011-11-13
23446,BLUE BUNNY EASTER EGG BASKET,1.65,2,2011-10-10,2011-10-16
23447,PINK BUNNY EASTER EGG BASKET,1.65,3,2011-10-10,2011-10-23
23448,CREAM BUNNY EASTER EGG BASKET,1.65,2,2011-10-10,2011-10-16
23451,SQUARE MINI PORTRAIT FRAME,1.95,26,2011-10-14,2011-11-14
23452,HEART MINI PORTRAIT FRAME,1.95,46,2011-10-14,2011-11-14
23453,OVAL  MINI PORTRAIT FRAME,1.95,32,2011-10-14,2011-11-14
23454,THREE MINI HANGING FRAMES,4.15,26,2011-10-21,2011-11-14
23455,SMALL PARLOUR PICTURE FRAME,2.89,21,2011-10-16,2011-11-14
23456,MEDIUM PARLOUR PICTURE FRAME,4.15,23,2011-10-16,2011-11-13
23457,LARGE PARLOUR PICTURE FRAME,4.95,18,2011-10-16,2011-11-14
23458,DOLLY CABINET 3 DRAWERS,14.95,16,2011-10-17,2011-11-14
23459,DOLLY CABINET 2 DRAWERS,12.5,12,2011-10-16,2011-11-14
23460,SWEETHEART WALL TIDY,9.95,24,2011-10-20,2011-11-14
23461,SWEETHEART BIRD HOUSE,4.15,62,2011-09-29,2011-11-14
23462,ROCOCO WALL MIRROR WHITE,19.95,35,2011-10-20,2011-11-14
23463,VINTAGE ZINC WATERING CAN,9.95,4,2011-10-16,2011-11-11
23464,VINTAGE ZINC WATERING CAN SMALL,4.95,3,2011-10-16,2011-11-11
23465,TUSCAN VILLA FEEDING STATION,8.25,10,2011-10-04,2011-11-14
23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,8.25,17,2011-09-30,2011-11-14
23467,VINTAGE ZINC PLANTER,3.29,4,2011-10-17,2011-11-10
23468,TUSCAN VILLA BIRD TABLE,8.25,10,2011-10-06,2011-11-14
23469,CARD HOLDER LOVE BIRD SMALL,4.15,52,2011-09-30,2011-11-13
23470,CARD HOLDER LOVE BIRD LARGE,6.25,55,2011-10-02,2011-11-14
23471,SIX DRAWER OFFICE TIDY,9.95,21,2011-09-30,2011-11-14
23472,NINE DRAWER OFFICE TIDY,14.95,23,2011-10-02,2011-11-13
23473,WOODLAND SMALL RED FELT HEART,0.83,24,2011-10-20,2011-11-14
23474,WOODLAND SMALL BLUE FELT HEART,0.83,16,2011-10-24,2011-11-11
23475,WOODLAND SMALL PINK FELT HEART,0.83,18,2011-10-27,2011-11-13
23476,WOODLAND LARGE RED FELT HEART,1.25,10,2011-10-20,2011-11-13
23477,WOODLAND LARGE BLUE FELT HEART,1.25,7,2011-10-20,2011-11-13
23478,WOODLAND LARGE PINK FELT HEART,1.25,10,2011-10-20,2011-11-13
23479,WIRE EGG BASKET,7.85,22,2011-10-17,2011-11-10
23480,MINI LIGHTS WOODLAND MUSHROOMS,3.75,95,2011-10-19,2011-11-14
23481,PEARLISED IVORY HEART SMALL,1.25,15,2011-10-17,2011-11-13
23482,PEARLISED IVORY HEART LARGE,1.65,23,2011-10-14,2011-11-14
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,1.25,46,2011-10-03,2011-11-13
23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,2.89,24,2011-09-30,2011-11-11
23485,BOTANICAL GARDENS WALL CLOCK,25.0,51,2011-10-20,2011-11-14
23486,ANTIQUE HEART SHELF UNIT,16.65,42,2011-10-20,2011-11-14
23487,SWEET HEART CAKE CARRIER,9.95,30,2011-10-14,2011-11-11
23489,VINTAGE BELLS GARLAND,2.89,77,2011-10-20,2011-11-14
23490,T-LIGHT HOLDER HANGING LOVE BIRD,3.75,55,2011-10-14,2011-11-14
23491,VINTAGE JINGLE BELLS HEART,8.25,37,2011-10-20,2011-11-14
23492,VINTAGE JINGLE BELLS WREATH,8.25,13,2011-10-20,2011-11-14
23493,VINTAGE DOILY TRAVEL SEWING KIT,1.95,244,2011-09-22,2011-11-14
23494,VINTAGE DOILY DELUXE SEWING KIT,5.95,115,2011-09-25,2011-11-14
23495,SET OF 3 PANTRY WOODEN SPOONS,1.25,12,2011-10-30,2011-11-14
23496,PANTRY KITCHEN THERMOMETER,1.25,11,2011-10-30,2011-11-13
23497,CLASSIC CHROME BICYCLE BELL,1.45,61,2011-10-28,2011-11-14
23499,SET 12 VINTAGE DOILY CHALK,0.42,52,2011-10-20,2011-11-14
23500,KEY RING BASEBALL BOOT ASSORTED,1.25,50,2011-10-04,2011-11-14
23501,KEY RING BASEBALL BOOT UNION JACK,1.25,63,2011-10-05,2011-11-14
23502,PLAYING CARDS VINTAGE DOILY,1.25,74,2011-09-22,2011-11-14
23503,PLAYING CARDS KEEP CALM & CARRY ON,1.25,238,2011-09-22,2011-11-14
23504,PLAYING CARDS JUBILEE UNION JACK,1.25,143,2011-09-22,2011-11-14
23505,PLAYING CARDS I LOVE LONDON,1.25,81,2011-09-22,2011-11-14
23506,MINI PLAYING CARDS SPACEBOY,0.42,92,2011-09-22,2011-11-14
23507,MINI PLAYING CARDS BUFFALO BILL,0.42,79,2011-09-22,2011-11-14
23508,MINI PLAYING CARDS DOLLY GIRL,0.42,82,2011-09-22,2011-11-14
23509,MINI PLAYING CARDS FUN FAIR,0.42,46,2011-09-22,2011-11-14
23510,MINI PLAYING CARDS GYMKHANA,0.42,82,2011-09-22,2011-11-14
23511,EMBROIDERED RIBBON REEL EMILY,2.08,80,2011-09-22,2011-11-14
23512,EMBROIDERED RIBBON REEL ROSIE,2.08,43,2011-09-22,2011-11-14
23513,EMBROIDERED RIBBON REEL SUSIE,2.08,56,2011-09-22,2011-11-11
23514,EMBROIDERED RIBBON REEL SALLY,2.08,58,2011-09-22,2011-11-13
23515,EMBROIDERED RIBBON REEL DAISY,2.08,55,2011-09-22,2011-11-14
23516,EMBROIDERED RIBBON REEL SOPHIE,3.75,34,2011-09-25,2011-11-14
23517,EMBROIDERED RIBBON REEL REBECCA,2.89,54,2011-09-22,2011-11-14
23518,EMBROIDERED RIBBON REEL RACHEL,2.89,38,2011-09-22,2011-11-14
23519,EMBROIDERED RIBBON REEL CLAIRE,3.75,21,2011-09-25,2011-11-14
23520,EMBROIDERED RIBBON REEL RUBY,3.75,24,2011-09-22,2011-11-06
23521,WALL ART CAT AND BIRD,2.89,24,2011-10-03,2011-11-14
23522,WALL ART DOG AND BALL,2.89,17,2011-10-03,2011-11-14
23523,WALL ART TREASURE AHOY,3.75,31,2011-10-03,2011-11-11
23524,WALL ART HORSE & PONY,3.75,38,2011-10-02,2011-11-14
23525,WALL ART BUFFALO BILL,3.75,37,2011-10-02,2011-11-14
23526,WALL ART DOG LICENCE,5.95,95,2011-10-03,2011-11-14
23527,WALL ART ANIMALS AND NATURE,3.75,35,2011-10-03,2011-11-09
23528,WALL ART SPACEBOY,3.75,38,2011-10-03,2011-11-11
23529,WALL ART DOLLY GIRL,3.75,26,2011-10-03,2011-11-09
23530,WALL ART ONLY ONE PERSON,4.95,61,2011-10-03,2011-11-13
23531,WALL ART BIG LOVE,6.95,85,2011-10-03,2011-11-14
23532,WALL ART WORK REST AND PLAY,4.95,23,2011-10-02,2011-11-13
23533,WALL ART GARDEN HAVEN,5.95,25,2011-10-03,2011-11-11
23534,WALL ART STOP FOR TEA,5.95,182,2011-10-02,2011-11-14
23535,WALL ART BICYCLE SAFETY,5.95,136,2011-10-02,2011-11-14
23536,WALL ART VILLAGE SHOW,5.95,60,2011-10-03,2011-11-14
23537,WALL ART I LOVE LONDON,4.95,20,2011-10-03,2011-11-14
23538,WALL ART VINTAGE HEART,4.95,27,2011-10-03,2011-11-13
23539,WALL ART LOVES' SECRET,5.95,31,2011-10-02,2011-11-13
23540,WALL ART THE MAGIC FOREST,6.95,8,2011-10-03,2011-11-11
23541,WALL ART CLASSIC PUDDINGS,8.25,123,2011-10-02,2011-11-14
23542,WALL ART 70'S ALPHABET,8.25,58,2011-10-03,2011-11-11
23543,WALL ART KEEP CALM,8.25,79,2011-10-03,2011-11-13
23544,WALL ART MID CENTURY MODERN,8.25,14,2011-10-03,2011-11-14
23545,WRAP RED VINTAGE DOILY,0.42,70,2011-07-20,2011-11-14
23546,WRAP PAISLEY PARK,0.42,100,2011-07-19,2011-11-14
23547,WRAP FLOWER SHOP,0.42,52,2011-07-20,2011-11-13
23548,WRAP MAGIC FOREST,0.42,38,2011-07-20,2011-11-11
23549,WRAP BIRD GARDEN,0.42,47,2011-07-19,2011-11-13
23550,WRAP ALPHABET POSTER,0.42,60,2011-07-18,2011-11-10
23551,PACK OF 12 PAISLEY PARK TISSUES,0.39,102,2011-09-01,2011-11-14
23553,LANDMARK FRAME CAMDEN TOWN,12.5,37,2011-10-20,2011-11-14
23554,LANDMARK FRAME OXFORD STREET,12.5,37,2011-10-19,2011-11-13
23555,LANDMARK FRAME NOTTING HILL,12.5,33,2011-10-19,2011-11-10
23556,LANDMARK FRAME COVENT GARDEN,12.5,34,2011-10-19,2011-11-13
23557,LANDMARK FRAME BAKER STREET,12.5,17,2011-10-19,2011-11-08
23558,LANDMARK FRAME LONDON BRIDGE,12.5,33,2011-10-19,2011-11-14
23559,WOODLAND BUNNIES LOLLY MAKERS,2.08,79,2011-09-08,2011-11-14
23564,EGG CUP MILKMAID INGRID,1.25,44,2011-10-13,2011-11-14
23565,EGG CUP MILKMAID HELGA,1.25,34,2011-10-16,2011-11-14
23566,EGG CUP MILKMAID HEIDI,1.25,48,2011-10-17,2011-11-14
23567,EGG CUP HENRIETTA HEN PINK,1.25,20,2011-10-14,2011-11-11
23568,EGG CUP HENRIETTA HEN CREAM,1.25,25,2011-10-16,2011-11-13
23569,TRADTIONAL ALPHABET STAMP SET,4.95,75,2011-10-21,2011-11-14
23570,TRADITIONAL PICK UP STICKS GAME,1.25,123,2011-10-21,2011-11-14
23571,TRADITIONAL NAUGHTS & CROSSES,1.65,124,2011-10-21,2011-11-14
23574,PACKING CHARGE,7.5,12,2011-07-06,2011-11-10
23579,SNACK TRAY I LOVE LONDON,1.95,2,2011-10-18,2011-10-23
23581,JUMBO BAG PAISLEY PARK,2.08,165,2011-10-25,2011-11-14
23582,VINTAGE DOILY JUMBO BAG RED,2.08,121,2011-10-25,2011-11-14
23583,LUNCH BAG PAISLEY PARK,1.65,155,2011-10-25,2011-11-14
23597,PAPER BUNTING PAISLEY PARK,2.95,3,2011-11-10,2011-11-13
23598,PAPER BUNTING VINTAGE PARTY,2.95,7,2011-11-10,2011-11-14
23601,SET 10 CARDS SNOWY SNOWDROPS  17100,2.49,1,2011-09-23,2011-09-23
23602,SET 10 CARDS 3 WISE MEN 17107,2.91,1,2011-11-11,2011-11-11
23603,SET 10 CARD KRAFT REINDEER 17084,2.49,6,2011-10-14,2011-11-11
23604,SET 10 MINI SANTA & SNOWMAN  17087,1.66,2,2011-10-03,2011-10-17
23605,SET 10 CARDS 12 DAYS OF XMAS 17059,2.91,1,2011-10-05,2011-10-05
23607,SET 10 CARDS HATS & STOCKINGS 17081,1.66,5,2011-09-13,2011-11-11
23608,SET 10 CARDS RUDOLPHS NOSE 17097,2.91,1,2011-11-03,2011-11-03
23610,SET 10 CARDS CHRISTMAS ROBIN 17095,2.08,3,2011-09-23,2011-11-11
23611,SET 10 CARDS RED RIDING HOOD 17214,2.49,9,2011-09-12,2011-11-11
23612,SET 10 MINICARDS CUTE SNOWMAN 17071,1.66,1,2011-10-06,2011-10-06
23613,SET 10 XMAS CARDS & BADGES 17070,2.49,2,2011-09-07,2011-11-04
23614,SET 10 CARDS 12 DAYS WRAP  17058,3.33,7,2011-09-07,2011-11-11
23615,SET 10 CARDS PRINTED GRAPHIC 17219,2.49,1,2011-10-27,2011-10-27
23616,SET 10 CARDS JINGLE BELLS 17217,2.49,1,2011-11-09,2011-11-09
23619,SET 10 CARDS POINSETTIA 17093,2.49,2,2011-10-05,2011-11-08
23620,SET 10 CARDS PERFECT POST 17090,2.49,6,2011-09-02,2011-10-24
23621,SET 10 CARDS DAVID'S MADONNA 17074,2.49,1,2011-11-11,2011-11-11
23623,SET 10 CARD CHRISTMAS WELCOME 17112,2.91,4,2011-09-02,2011-10-06
23624,SET 10 CARD PERFECT NATIVITY 17089,2.49,4,2011-09-22,2011-11-11
23625,SET 6 CARDS SPARKLY REINDEER 17262,4.99,3,2011-09-15,2011-11-08
23626,SET 10 CARDS DINKY TREE 17076,2.49,6,2011-10-03,2011-11-14
23627,SET 10 CARDS XMAS GRAPHIC  17218,2.49,1,2011-11-11,2011-11-11
23628,SET 10 CARDS TRIANGLE ICONS  17220,2.91,1,2011-10-31,2011-10-31
23629,SET 10 CARDS DRESSING UP 17077,2.49,5,2011-09-21,2011-11-09
23630,SET 10 CARDS HANGING BAUBLES 17080,2.99,1,2011-09-22,2011-09-22
23632,SET 10 CARDS CHEERFUL ROBIN 17065,2.08,3,2011-09-23,2011-10-17
23633,SET 10 CARDS WORLD CHILDREN 17067,2.49,1,2011-10-31,2011-10-31
23634,SET 10 CARDS XMAS CHOIR 17068,2.91,3,2011-09-02,2011-10-31
23635,SET 10 CARDS CHRISTMAS HOLLY  17259,4.16,1,2011-10-05,2011-10-05
23636,SET 10 CARDS WISHING TREE 17116,2.91,2,2011-10-24,2011-11-09
